CustomerID,Recency,Frequency,Monetary,TotalQuantity
15047,270,1,343.62,222
15048,65,4,381.0,192
15049,274,1,121.17000000000002,63
15050,25,3,1737.69,1216
15051,23,3,1383.3600000000001,1010
15052,319,1,207.73000000000002,79
15053,5,3,693.95,984
15054,12,2,302.1,198
15057,275,2,1489.5,668
15058,25,11,2102.54,1054
15059,41,9,1337.72,604
15060,8,4,294.25,257
15061,4,48,54534.14,28920
15062,71,4,987.86,763
15063,213,1,370.79999999999995,56
15065,38,4,3158.13,1383
15066,53,1,893.59,317
15067,78,3,1744.76,954
15068,46,2,553.36,364
15069,179,1,1109.53,520
15070,373,1,106.2,36
15071,94,2,982.07,269
15073,10,3,1043.41,491
15074,105,1,735.67,431
15075,78,1,773.03,447
15076,173,1,880.85,571
15078,7,32,9743.11,5105
15079,213,4,895.61,389
15081,22,5,504.8,190
15083,257,1,88.2,38
15087,282,1,306.94,470
15088,21,2,1160.07,460
15089,10,6,2420.84,1359
15090,308,1,381.32,208
15091,68,1,480.71,346
15092,215,2,457.81,135
15093,18,6,4597.02,3760
15095,104,4,1370.6,1079
15096,43,1,219.39000000000001,120
15097,4,1,248.08,170
15098,182,3,39916.5,121
15099,84,1,410.48,343
15100,334,3,876.0,80
15101,9,2,317.53,241
15103,31,2,703.36,329
15104,197,2,993.54,635
15105,18,7,2298.93,1211
15106,18,5,1422.52,1181
15107,311,6,319.5,169
15108,142,4,1300.25,499
15109,246,1,484.95,131
15110,24,4,996.1,246
15111,29,3,1567.48,710
15113,10,3,3509.43,2344
15114,30,10,2760.56,3096
15115,18,1,340.11,157
15116,18,4,1352.75,648
15117,15,5,1551.78,1948
15118,134,1,244.8,1440
15119,246,1,266.4,88
15120,134,1,358.82,296
15121,50,2,457.72,199
15122,114,3,1633.78,800
15123,7,2,2199.31,1195
15124,23,2,184.19,233
15125,25,15,11528.48,6193
15127,66,1,406.53,251
15128,60,4,1471.0,1343
15129,50,11,3447.4,1794
15130,170,1,330.11,197
15132,18,5,977.9300000000001,679
15133,128,3,982.42,680
15134,15,8,1387.99,887
15135,239,1,139.05,43
15136,3,4,1286.7,776
15139,240,2,178.96,208
15140,52,7,2354.25,1572
15142,46,1,498.74,365
15143,226,1,259.45,150
15144,8,17,6580.44,3050
15145,4,4,1194.73,756
15146,165,2,1327.16,1473
15147,240,1,623.5,366
15148,11,1,301.29,187
15149,134,1,520.8000000000001,128
15150,17,10,5291.33,3642
15152,10,13,4745.69,2704
15153,31,1,329.25,198
15154,75,1,254.28,89
15156,1,3,961.49,597
15157,4,3,1936.07,2392
15158,45,1,401.40000000000003,198
15159,2,30,18641.010000000002,11441
15160,357,1,158.16,84
15163,18,2,304.47,186
15164,69,3,824.58,351
15165,373,1,487.75,160
15167,321,1,158.8,65
15168,26,1,106.56,52
15171,331,1,1289.5,290
15172,9,5,1624.05,1611
15174,323,1,135.75,145
15175,72,1,224.14,454
15178,260,1,40.5,30
15179,18,5,2206.95,1938
15180,367,1,87.5,36
15181,66,3,689.4799999999999,544
15182,154,2,622.85,253
15184,29,2,402.2,199
15185,70,1,310.62,666
15186,14,2,411.41,215
15187,2,16,4777.18,1887
15189,1,41,16225.39,6149
15192,120,3,1044.32,918
15193,61,1,499.32,144
15194,3,15,7616.53,5703
15195,3,1,3861.0,1404
15197,11,3,1079.6100000000001,469
15198,92,2,193.64,120
15199,59,4,1268.7,396
15201,87,5,1236.54,1210
15203,26,6,1827.8,1753
15204,357,1,316.58,258
15205,85,2,653.24,378
15206,10,4,420.29999999999995,162
15208,1,5,870.12,316
15210,225,1,331.18,228
15211,60,2,894.4100000000001,240
15212,241,1,101.8,36
15213,319,2,328.35,272
15214,2,8,1661.44,1254
15215,47,3,734.94,225
15216,88,1,96.6,28
15218,11,11,5756.89,3329
15219,176,1,305.75,45
15220,52,6,1778.96,1393
15221,366,1,403.25,43
15222,319,1,585.0,440
15223,226,2,755.75,213
15224,358,2,322.08,152
15225,234,1,409.40000000000003,226
15226,311,1,154.41,71
15227,37,5,1219.4,750
15228,66,4,3386.71,2255
15230,239,2,429.6,351
15232,113,2,612.06,686
15234,277,1,197.0,196
15235,218,12,2247.51,1324
15236,299,1,321.05,269
15237,2,4,1412.32,1071
15238,29,3,1071.99,692
15239,10,2,780.59,594
15240,45,5,1706.57,1369
15241,67,8,1756.44,1818
15243,74,1,316.68,185
15244,65,2,631.57,405
15245,134,3,2515.84,1784
15246,238,2,514.15,247
15247,122,1,356.0,160
15249,32,13,6688.46,3577
15251,9,11,10484.99,6171
15252,36,2,740.78,522
15253,16,5,918.1999999999999,866
15254,127,1,300.36,275
15255,67,1,890.85,489
15256,149,1,98.45,55
15257,283,1,317.15,46
15258,169,2,623.16,142
15260,100,7,1810.77,885
15261,135,1,254.82,270
15262,324,1,178.95000000000002,73
15263,107,1,156.51,89
15264,64,1,393.74,265
15265,151,2,1506.1200000000001,612
15266,338,1,119.3,18
15267,22,5,1717.36,944
15269,24,1,408.8,26
15270,16,7,2379.49,1521
15271,7,15,2493.34,1251
15272,57,2,721.94,310
15274,4,2,716.57,619
15275,38,1,615.14,498
15276,66,1,128.63,61
15277,47,1,255.89999999999998,205
15279,355,1,290.51,189
15280,172,1,113.12,154
15281,59,9,2332.15,1211
15286,50,1,240.55,55
15287,22,2,486.69,433
15288,43,5,2306.52,775
15289,29,3,939.78,1008
15290,5,18,7943.22,4501
15291,26,15,4668.3,2103
15292,201,1,178.39,55
15296,51,6,3672.86,1766
15297,10,3,641.94,292
15298,2,12,4799.9,3116
15299,67,7,4507.01,2948
15300,64,1,496.44,292
15301,51,12,5049.95,2751
15303,290,1,574.02,248
15304,61,8,694.4000000000001,104
15306,64,3,1174.35,810
15307,96,1,205.3,37
15308,274,1,310.47,175
15311,1,91,60632.75,38147
15312,75,4,924.85,516
15313,110,1,52.0,25
15314,199,1,327.97,313
15315,64,2,570.5,862
15316,327,1,165.0,100
15318,4,1,312.62,642
15319,284,1,204.5,175
15320,44,1,267.13,326
15321,71,3,2748.31,1181
15322,86,1,679.68,416
15325,104,1,161.74,231
15326,334,1,311.71,386
15327,53,1,208.75,116
15329,39,3,1049.7,486
15330,32,2,714.96,1312
15332,366,4,1661.06,652
15333,208,1,1028.56,344
15334,157,3,350.82,273
15335,54,1,170.22,79
15339,66,2,574.07,416
15341,81,1,2020.52,812
15342,130,1,406.09,283
15343,87,1,364.5,84
15344,1,3,563.94,116
15345,46,1,393.54,81
15346,333,1,252.42000000000002,144
15347,366,1,201.60000000000002,130
15348,72,1,158.04,84
15349,158,2,463.90999999999997,321
15350,373,1,115.65,51
15351,12,7,1934.66,742
15353,255,2,770.12,341
15355,29,2,277.05,45
15356,31,10,2718.03,1643
15358,5,22,8347.2,7050
15360,40,1,427.93,223
15361,362,1,418.92,336
15363,373,1,326.0,144
15364,96,2,913.19,493
15365,26,7,2314.32,1084
15366,75,2,602.51,621
15367,57,4,1877.59,1057
15368,21,1,446.94000000000005,230
15370,41,7,2386.05,830
15372,137,1,2007.3999999999999,2924
15373,8,12,2415.91,500
15374,129,1,168.0,126
15376,40,3,1221.56,615
15379,169,7,3703.29,2305
15380,9,5,1690.2600000000002,376
15381,214,2,596.85,171
15382,15,6,5955.71,4012
15384,170,2,642.41,596
15385,40,1,316.88,161
15386,186,1,394.14,446
15388,270,1,140.54,88
15389,172,1,500.0,400
15392,5,4,1535.53,1277
15393,16,2,231.86,150
15394,10,4,2183.54,910
15395,326,1,107.45,17
15396,113,1,288.18,122
15397,290,1,94.0,20
15398,16,2,1345.53,769
15399,1,3,815.77,611
15400,92,5,716.2,390
15402,149,2,626.77,694
15405,189,1,349.1,193
15406,31,2,510.71000000000004,254
15407,34,4,1046.74,552
15408,264,1,267.18,106
15410,84,8,3450.84,1200
15411,26,4,1348.93,529
15412,171,1,190.53,108
15414,10,3,774.9000000000001,443
15415,313,1,559.61,551
15416,65,4,3984.32,2090
15417,85,1,508.8,284
15419,25,1,135.86,230
15421,59,4,950.36,500
15422,323,2,97.7,38
15423,38,1,43.5,101
15424,254,2,383.34,554
15426,19,5,1404.07,656
15427,33,3,1430.54,967
15428,15,1,93.78,102
15429,27,2,397.35,380
15432,23,1,171.19,65
15433,214,2,533.3,534
15434,8,5,1041.48,647
15435,22,1,149.29,54
15436,12,3,1067.75,574
15437,262,1,200.16,79
15438,131,1,156.57999999999998,59
15440,55,3,383.68,197
15442,249,1,594.0,120
15443,2,7,3213.59,1639
15444,9,2,1411.21,759
15445,264,1,113.5,58
15447,331,1,155.17,85
15448,313,1,494.64,232
15449,26,3,974.52,812
15450,30,1,429.84,376
15452,30,3,528.48,280
15453,2,7,1371.77,837
15454,362,1,179.1,86
15456,283,3,434.59000000000003,633
15457,262,1,237.07,132
15458,25,1,161.64,156
15460,354,1,214.26,107
15462,94,3,234.6,172
15463,29,1,126.14,106
15464,338,1,1044.65,348
15465,20,18,7354.62,1257
15466,85,1,334.53,246
15467,9,3,524.88,310
15468,51,2,467.51,155
15469,50,2,538.55,153
15471,2,1,454.48,256
15472,113,1,371.56,251
15473,14,7,1771.2,672
15475,77,1,454.10999999999996,319
15478,40,2,1399.92,575
15480,116,1,905.5,303
15482,16,12,10879.76,5004
15483,161,4,225.26,291
15484,1,4,3590.41,3150
15485,30,3,2564.5,1281
15488,93,1,91.32000000000001,73
15489,23,3,1134.28,608
15491,95,6,3100.09,1646
15492,28,2,659.4599999999999,483
15493,33,5,1953.41,551
15494,21,2,1280.58,1139
15497,18,2,1262.2,624
15498,3,27,13316.4,6105
15500,8,4,1131.56,572
15502,16,12,10384.93,4236
15503,363,1,141.04,70
15504,81,1,52.83,33
15505,53,5,3610.96,2390
15506,23,3,972.08,842
15507,172,1,475.86,160
15508,189,6,1000.27,440
15510,331,1,250.0,2
15511,12,5,900.53,269
15512,156,2,121.0,68
15513,33,19,14758.220000000001,5709
15514,12,11,4023.7200000000003,2098
15516,45,3,62.43,27
15517,233,1,267.03,293
15518,64,8,1921.55,1263
15520,2,1,343.5,314
15521,40,8,3000.2,1836
15522,33,2,397.99,572
15523,84,1,412.01000000000005,132
15524,25,1,440.0,4
15525,2,3,734.37,387
15526,33,2,148.44,24
15527,19,8,2428.53,991
15528,254,1,229.33,123
15529,23,11,3962.6,3455
15530,22,4,1497.31,938
15531,8,2,1972.39,1085
15532,25,4,1564.73,515
15533,19,3,807.57,289
15535,173,4,502.9,135
15537,163,1,110.92,29
15539,7,1,538.46,410
15540,11,1,213.3,200
15541,114,1,85.13000000000001,49
15543,288,1,127.86,86
15544,9,9,3546.71,3109
15545,54,2,288.96999999999997,162
15547,7,14,4910.6,3999
15549,77,3,1681.46,694
15550,4,4,575.63,295
15551,37,1,436.06,218
15552,217,1,90.12,60
15553,60,1,428.93,449
15554,278,1,217.2,74
15555,12,16,4794.86,4427
15556,24,1,279.77,236
15557,29,1,468.91,213
15561,12,4,800.59,267
15562,352,1,134.55,39
15563,22,4,1400.44,1501
15565,50,2,173.16,60
15567,19,1,186.01,223
15568,3,3,758.29,461
15569,104,5,1375.71,666
15570,7,12,4148.82,2063
15571,12,4,650.4300000000001,264
15572,5,7,2533.42,1213
15573,32,2,591.1899999999999,355
15574,178,4,675.64,332
15576,38,1,921.37,394
15577,151,3,258.88,89
15578,162,1,127.1,52
15579,69,2,327.6,117
15581,121,13,3675.77,283
15582,25,3,682.9100000000001,453
15584,24,4,720.86,313
15585,177,1,455.3,320
15587,50,4,913.6800000000001,312
15589,256,3,478.53000000000003,243
15592,47,1,388.58,354
15593,71,1,199.8,60
15594,16,5,1771.78,983
15596,101,5,1406.59,561
15597,35,1,324.57,279
15598,53,1,240.68,160
15599,27,2,761.74,718
15601,11,14,6776.56,4983
15602,8,9,1297.8700000000001,1137
15603,79,1,48.480000000000004,96
15604,52,1,216.39,159
15605,36,5,1198.23,441
15606,61,9,2920.16,892
15607,337,1,104.76,202
15608,28,4,1093.68,714
15609,184,1,298.48,148
15610,52,1,112.46000000000001,66
15611,10,13,1591.45,504
15612,36,2,195.15,52
15615,10,23,10399.74,5508
15618,33,4,776.851,454
15619,11,1,336.40000000000003,136
15620,57,3,1553.18,915
15621,4,4,1293.03,501
15622,43,9,3709.56,1674
15623,141,1,301.03,125
15624,117,4,588.13,357
15625,104,4,1534.26,1188
15626,75,2,675.8,766
15628,5,9,2870.2400000000002,1894
15630,45,2,1186.35,800
15632,16,8,3285.31,2109
15634,17,1,243.55,99
15636,90,2,724.76,284
15637,53,1,223.36,128
15639,134,1,425.32,323
15640,4,15,12416.11,6572
15641,105,4,1887.2,1562
15643,192,3,664.0,246
15644,166,4,803.54,550
15645,19,1,612.01,256
15646,158,3,447.64000000000004,394
15648,204,2,639.5,218
15649,336,2,816.0,192
15651,37,3,646.3,479
15652,91,1,337.74,208
15653,93,2,877.4399999999999,1200
15654,9,2,922.53,475
15655,243,1,560.67,324
15656,45,4,748.5,343
15657,23,1,30.0,24
15658,190,5,1024.1000000000001,242
15659,44,1,306.45,111
15660,25,9,1600.86,1050
15661,317,2,309.8,236
15663,106,1,138.14,106
15664,51,1,386.43,157
15665,168,2,2222.21,1654
15667,40,1,301.32,240
15668,218,1,76.32000000000001,72
15669,40,4,684.34,342
15670,297,1,173.05,91
15671,19,7,2657.13,1699
15673,88,4,2726.23,1451
15674,73,5,2446.6,1275
15675,81,3,323.69,527
15676,19,3,3435.76,2252
15677,49,1,657.23,319
15678,53,1,352.7,184
15679,24,4,781.28,1170
15680,9,3,1333.68,952
15681,25,5,1426.16,816
15683,117,1,193.75,131
15687,9,9,2993.1,1310
15689,120,2,254.1,84
15690,4,2,239.76,408
15691,252,1,136.8,72
15692,28,1,191.04,138
15694,1,14,6479.4,1677
15695,267,2,409.98,212
15696,33,8,2711.11,1015
15699,18,1,309.65,113
15700,172,2,696.68,357
15701,2,4,1529.0,912
15703,265,1,211.5,66
15704,140,4,2293.62,1028
15705,201,1,143.1,62
15706,64,4,1060.56,321
15707,35,4,916.98,594
15708,41,7,3235.25,1217
15709,284,1,133.25,121
15712,9,5,1072.3600000000001,486
15713,143,2,356.7,150
15714,12,2,330.03000000000003,186
15716,146,4,1101.1100000000001,738
15717,234,1,150.3,70
15719,33,13,5030.07,2718
15720,24,1,598.73,281
15721,12,1,471.40000000000003,388
15722,36,5,2211.21,1023
15723,365,1,190.7,73
15724,201,2,218.25,73
15725,15,1,415.25,221
15727,17,7,5159.06,3063
15729,213,1,85.0,28
15730,66,3,1120.88,689
15732,212,2,294.12,215
15733,283,1,162.3,62
15734,115,2,1339.45,346
15737,15,8,1188.1200000000001,597
15738,19,16,4812.42,2982
15739,66,1,449.12,472
15740,49,1,154.88,152
15743,16,4,775.96,214
15744,78,1,34.8,120
15745,19,4,1094.59,421
15746,134,1,196.88,178
15747,13,3,946.64,466
15748,40,1,144.36,50
15749,235,3,44534.3,18028
15750,3,8,2463.05,1783
15752,40,7,2626.6,1960
15753,305,1,79.2,144
15754,51,3,458.57,199
15755,10,6,2364.25,1427
15756,61,4,528.01,241
15757,66,2,714.42,491
15758,25,1,205.25,47
15759,218,3,253.04,60
15762,65,2,583.75,251
15763,32,2,1086.92,271
15764,88,6,3279.97,2050
15766,64,1,315.06,170
15768,116,3,621.8299999999999,244
15769,7,26,56252.72,29672
15773,6,1,635.6800000000001,311
15774,69,1,270.8,87
15775,245,1,104.9,68
15776,133,1,241.62,138
15777,241,4,1047.11,378
15780,184,3,475.28000000000003,220
15781,25,3,345.46,180
15782,10,3,2614.7400000000002,864
15783,11,1,246.3,212
15785,33,5,2328.9700000000003,1612
15786,46,3,4919.0,3340
15787,26,3,933.26,534
15789,358,1,351.3,438
15790,10,1,218.75,113
15791,44,2,1612.69,731
15793,15,3,965.61,553
15795,150,1,610.01,581
15796,1,8,2708.61,860
15797,113,4,2207.4,873
15799,76,3,884.14,955
15800,107,2,696.89,332
15801,46,3,1063.95,570
15802,143,1,451.42,1
15803,51,1,415.82000000000005,290
15804,1,13,4206.39,2565
15805,23,17,5488.18,3367
15806,46,3,784.58,602
15807,50,3,903.9,430
15808,306,4,3651.27,1305
15809,36,5,515.77,301
15810,79,4,1391.98,861
15811,22,6,2218.62,1071
15812,107,5,1801.14,922
15813,208,2,1303.9099999999999,603
15814,17,4,1945.33,1271
15815,64,5,2100.6,1856
15819,49,4,1905.45,1357
15820,320,1,206.98,128
15821,44,2,570.96,202
15822,3,2,885.47,375
15823,372,1,15.0,1
15825,172,1,532.94,220
15826,56,3,1654.31,963
15827,73,14,1836.0900000000001,882
15829,99,2,636.14,996
15830,38,1,576.0,415
15831,58,3,794.64,1092
15832,254,1,836.79,465
15834,70,4,2225.15,961
15835,44,4,954.09,439
15836,50,1,137.37,26
15837,65,1,391.98,189
15838,11,19,33643.08,18368
15839,33,3,1048.49,675
15840,59,2,355.56,396
15841,73,4,1224.06,942
15843,304,1,118.95000000000002,27
15844,46,1,130.73999999999998,134
15845,18,8,3711.77,1926
15847,38,2,389.27,449
15850,19,2,234.88,298
15852,187,2,160.71,48
15853,52,1,110.8,135
15854,4,12,2969.12,926
15855,137,5,712.24,470
15856,4,27,16143.64,10866
15857,19,1,297.0,308
15858,16,5,1427.57,1163
15860,41,8,965.16,437
15861,12,8,3146.92,2528
15862,8,4,832.88,585
15863,26,2,68.84,19
15864,22,6,1936.3200000000002,1192
15865,41,3,895.13,368
15866,101,1,211.89,124
15867,5,15,3810.14,2052
15869,277,2,149.64,175
15870,33,1,351.44,333
15872,15,2,316.25,187
15874,64,7,4405.88,2534
15877,2,2,490.33,368
15880,369,1,329.03000000000003,202
15881,312,5,501.39000000000004,260
15882,199,4,516.36,276
15883,2,2,396.48,223
15885,93,3,379.35,111
15886,60,1,181.09,147
15888,81,1,168.31,76
15889,157,2,420.07,206
15891,227,1,511.68,418
15894,253,2,258.25,164
15895,150,1,179.17,94
15897,194,2,208.59,223
15898,1,5,1383.83,567
15899,369,1,56.25,39
15900,24,1,337.28,216
15901,17,3,351.73,379
15903,10,7,5126.76,2410
15904,8,1,164.68,84
15906,20,7,1567.69,544
15907,4,3,882.72,478
15909,174,1,191.94,98
15910,1,8,1228.88,1013
15912,178,2,264.62,185
15916,16,8,1502.8600000000001,752
15917,248,1,123.1,42
15918,191,2,334.23,153
15919,20,2,525.69,385
15920,154,4,167.5,99
15921,173,1,323.03000000000003,162
15922,373,1,369.5,138
15923,373,1,127.08,122
15925,194,1,207.15,93
15930,67,1,426.63,139
15932,4,8,2495.87,2325
15933,21,3,1107.46,885
15935,239,2,416.86,115
15937,64,1,145.35,73
15938,112,5,404.58,240
15939,90,15,6115.01,4728
15940,311,1,35.8,4
15942,134,1,337.44,232
15944,277,1,325.1,50
15945,365,1,181.0,52
15947,83,1,1708.24,898
15948,8,2,955.24,567
15949,17,2,364.72,284
15950,32,4,1744.71,719
15951,9,2,708.22,313
15952,34,4,781.91,391
15953,15,8,1657.28,891
15955,24,14,4416.26,2135
15957,32,1,428.89,211
15958,74,1,104.35,33
15963,20,2,470.76,298
15965,17,4,808.87,434
15967,23,2,397.68,205
15969,3,3,666.1,124
15970,304,1,314.1,116
15971,18,12,4199.85,1717
15973,367,1,307.82000000000005,106
15974,39,7,3442.15,2262
15975,84,1,371.01,243
15976,165,2,427.64,275
15977,17,2,1054.73,1016
15978,77,1,1098.78,888
15980,89,3,2398.86,1560
15981,25,8,3408.48,1866
15983,22,4,1465.12,886
15984,3,10,2780.63,1815
15985,123,2,1142.42,1086
15986,30,1,168.12,268
15987,12,7,1432.77,1533
15988,19,1,156.78,180
15990,44,2,792.11,443
15992,4,1,41.989999999999995,17
15993,9,7,2777.67,2037
15994,55,1,414.27,173
15996,88,6,1032.58,380
15998,37,5,3080.22,2032
16000,3,3,12393.7,5110
16003,30,5,2735.37,1185
16005,12,4,578.71,280
16006,211,1,101.4,84
16007,48,4,1693.81,1388
16008,24,3,478.78,323
16009,22,4,972.11,366
16010,246,3,392.4,202
16011,8,16,3352.96,2035
16012,35,3,1415.29,799
16013,4,47,37130.6,15536
16014,38,3,646.83,258
16015,4,3,704.55,907
16016,3,8,1465.51,602
16017,47,1,211.88,102
16018,39,2,408.90000000000003,190
16019,47,9,3786.2400000000002,1733
16020,17,3,851.01,487
16022,260,1,602.63,255
16023,46,3,719.81,358
16024,12,1,251.03,397
16025,30,1,439.65999999999997,338
16026,43,1,236.09,243
16027,92,6,934.62,1147
16029,39,63,80850.84,40108
16030,310,1,331.24,283
16031,92,2,547.9,421
16033,6,20,8778.82,3529
16034,196,3,437.7,242
16036,87,2,758.92,716
16037,270,3,855.02,428
16038,8,3,471.78000000000003,244
16040,65,3,1313.55,684
16041,31,3,3166.4,1584
16042,22,5,1177.47,743
16043,38,4,773.99,503
16045,120,4,1340.7,897
16048,373,2,256.44,144
16049,40,3,1074.81,763
16050,174,1,137.9,278
16052,54,1,362.06,282
16053,33,2,1511.95,1793
16054,145,1,783.9,380
16055,221,1,134.8,22
16056,45,1,650.75,345
16057,16,7,2263.12,863
16059,66,6,1453.16,641
16062,10,4,1153.62,800
16063,260,1,335.32,262
16065,365,1,367.14,228
16066,17,5,1521.04,935
16070,22,2,852.15,457
16071,45,1,326.24,180
16072,288,1,584.3199999999999,140
16073,297,1,122.39999999999999,48
16076,3,10,2234.73,1435
16078,284,1,79.2,16
16079,17,3,1352.0,864
16080,82,2,217.16,128
16081,56,5,2799.42,1473
16083,101,2,1317.62,908
16084,299,1,436.18,216
16085,23,5,981.51,636
16086,59,5,1121.39,511
16091,155,2,315.06,154
16092,115,3,817.86,628
16093,107,1,17.0,20
16094,12,4,1078.23,647
16096,264,1,320.62,155
16097,240,1,185.04999999999998,87
16098,88,7,2005.63,613
16099,50,3,731.9,434
16101,71,1,1290.7,757
16102,42,3,1842.14,942
16103,7,6,1429.64,558
16104,62,1,298.21,122
16105,249,1,336.96,330
16106,66,1,108.38,74
16107,18,7,3204.1600000000003,1176
16108,85,1,842.5,615
16109,219,2,611.88,612
16110,45,3,1320.95,720
16112,143,4,195.73999999999998,574
16113,183,1,161.38,176
16114,171,1,135.75000000000003,43
16115,10,8,1660.8799999999999,994
16116,212,1,612.78,248
16117,190,1,232.21,130
16119,8,2,423.36,240
16120,59,4,1309.14,878
16121,57,2,854.66,576
16122,73,4,684.4200000000001,1128
16123,52,1,307.78,170
16124,317,1,249.0,48
16125,367,1,289.35,124
16126,29,4,6287.77,2125
16127,39,1,656.25,323
16128,18,5,1880.22,988
16131,52,6,3506.54,1802
16133,4,33,14589.04,8887
16134,22,2,618.09,371
16135,263,1,517.55,209
16136,60,3,709.38,440
16139,19,3,635.41,330
16140,66,2,725.18,730
16141,88,1,620.4,238
16142,250,1,535.34,422
16143,3,6,2424.94,919
16144,247,1,175.2,16
16145,9,11,3799.4900000000002,3123
16146,157,3,734.13,427
16147,134,1,375.0,246
16148,296,1,76.32000000000001,72
16149,5,2,280.52,308
16150,43,5,2053.02,1047
16152,269,1,1829.04,642
16153,50,5,1824.23,1073
16156,9,9,3092.04,1273
16157,16,3,656.69,347
16159,282,1,348.2,236
16160,65,2,1025.44,1162
16161,2,19,5533.67,2583
16162,252,1,37.4,4
16163,232,2,856.6,192
16164,17,3,822.48,433
16168,11,27,3787.6,1892
16169,8,4,1822.97,1325
16170,51,6,1885.05,1770
16171,59,1,73.2,24
16172,95,5,1140.21,787
16173,16,6,1418.32,575
16174,126,3,1009.5500000000001,651
16175,94,4,1037.59,533
16177,50,1,331.95,95
16178,138,1,197.9,94
16179,61,1,215.83,99
16180,100,8,10254.18,5867
16181,73,1,305.54,152
16182,72,4,6617.65,3791
16183,67,1,338.71000000000004,113
16184,64,6,1158.79,561
16185,17,2,529.41,260
16186,23,12,4006.94,3020
16187,32,15,6911.4400000000005,5048
16188,45,4,981.86,782
16189,16,2,215.48,134
16190,40,1,215.08,88
16191,3,13,5180.52,3351
16193,237,1,314.45,219
16198,75,1,400.68100000000004,129
16200,4,2,1068.8700000000001,516
16201,3,4,1863.47,1286
16202,361,1,365.27,191
16203,59,4,592.9,262
16204,23,1,384.18,218
16205,31,4,757.63,516
16206,55,4,537.0600000000001,272
16207,25,1,394.38,140
16208,45,2,664.26,333
16209,89,5,2262.62,1179
16210,2,18,21086.3,7559
16211,89,1,547.02,154
16212,19,2,690.34,244
16213,79,1,159.0,48
16214,171,3,1062.75,420
16215,81,1,242.35,104
16216,267,1,914.9300000000001,254
16217,235,2,304.25,91
16218,30,7,3084.68,2088
16221,37,3,860.86,714
16222,318,1,773.5500000000001,325
16224,57,4,1295.3,1116
16225,45,5,1096.32,493
16226,203,3,255.12,192
16227,225,1,314.22,90
16229,87,2,1010.6,318
16230,190,2,542.03,365
16232,44,4,990.88,550
16233,71,3,536.6800000000001,174
16235,41,5,867.31,330
16236,78,1,432.2,184
16239,57,2,414.2,228
16240,24,2,3718.8,1641
16241,10,13,2590.31,1443
16242,8,7,3579.86,1969
16243,34,2,409.1,110
16244,212,2,1522.75,855
16245,24,3,1413.66,1014
16247,170,1,114.56,182
16248,62,1,152.94,78
16249,53,5,1800.07,950
16250,261,2,389.44,208
16253,67,2,3683.86,3233
16255,17,8,2619.91,1767
16256,267,1,752.4300000000001,581
16257,177,1,46.95,2
16258,45,5,5203.51,2994
16260,51,1,1035.45,311
16261,17,4,728.54,301
16265,9,9,5447.0,2646
16266,74,7,861.89,398
16268,71,2,667.65,533
16270,353,1,1141.24,688
16271,3,5,1404.64,1024
16272,117,1,411.7,224
16274,373,1,351.75,153
16275,197,1,559.87,336
16276,177,1,810.6000000000001,420
16278,100,1,566.38,114
16279,21,3,1502.78,1046
16281,72,1,2062.06,934
16282,340,1,168.3,114
16283,6,5,1570.81,1236
16284,31,2,812.68,535
16287,170,1,142.5,298
16292,122,1,302.25,191
16293,22,10,2248.9900000000002,982
16295,10,4,1328.55,841
16297,269,1,301.9,206
16298,23,3,598.2,198
16302,127,1,233.22,158
16303,26,3,5360.63,2659
16305,139,1,361.21999999999997,256
16306,214,6,632.27,487
16308,38,4,2560.0,8000
16309,106,2,706.57,467
16311,18,2,616.26,394
16313,3,2,274.15000000000003,165
16315,331,1,226.37,75
16316,64,8,2938.91,1484
16317,120,3,1341.65,890
16318,35,1,328.15,199
16319,218,1,404.40000000000003,72
16320,172,2,1038.46,732
16321,72,5,373.65000000000003,135
16322,1,2,326.75,231
16323,196,1,207.50000000000003,50
16324,128,3,408.59000000000003,270
16325,47,3,594.24,194
16326,6,14,3039.2200000000003,682
16327,14,6,3820.27,2560
16330,18,3,251.91,147
16332,28,7,1582.8,797
16333,8,22,26626.8,32184
16337,37,1,151.05,87
16338,157,1,214.79999999999998,94
16339,284,1,94.05,21
16340,107,1,534.31,486
16341,25,4,1971.87,1398
16342,75,4,322.41,157
16343,16,2,328.58,175
16344,158,1,101.10000000000001,18
16345,44,1,565.46,288
16347,11,2,847.45,341
16348,32,7,1415.65,805
16349,291,1,53.5,9
16350,21,4,1116.47,545
16351,333,1,153.9,90
16352,18,2,494.44,300
16353,4,23,6675.71,2006
16354,63,2,395.8,150
16356,198,3,211.77,93
16357,33,3,658.88,246
16358,1,4,2027.5,1302
16359,7,9,1750.92,1183
16360,5,6,3450.41,2110
16361,10,4,891.21,418
16362,32,5,709.99,340
16363,53,1,109.36000000000001,52
16364,12,2,705.79,279
16365,18,9,1540.42,504
16366,19,1,327.3,256
16367,37,2,800.67,643
16368,2,2,479.91,251
16369,18,3,1545.41,1030
16370,82,4,1301.91,640
16372,33,2,355.73,158
16374,66,2,466.73,237
16376,9,2,974.96,691
16377,267,1,676.2,1500
16378,247,3,362.95,267
16379,4,4,2157.4,1410
16380,61,1,1743.1499999999999,1428
16383,75,2,643.76,467
16384,90,2,584.5,260
16385,60,3,554.86,258
16386,29,2,302.57,205
16387,323,1,94.36,44
16389,53,4,1382.07,1242
